0.32162172	0.52771395	0.0509104	0.15372995	-0.39301193	-1.0370389	-0.07995698	1.5741615	-0.91096854	-0.4217599	0.0453634	-0.818763	0.32613072	0.77643454	0.42754626	-0.6394662	0.48412174	-0.2645462	-0.31429163	-1.2804279	0.19698605	-0.027679905	0.45831168	-0.60149914	-0.39394018	0.07291923	-0.4632529	-0.20394705	-0.81946003	0.22930524	0.6623319	-0.42982873	0.7177851	-0.76866466	-0.31455424	0.53732437	0.93326926	0.17344636	0.28046054	-0.45099998	-0.78794307	-0.028098052	-1.3867921	0.047013305	0.17163305	-0.4886459	-0.88753486	0.59314275	0.45567435	0.8607688	-0.44318852	0.0877921	0.08383497	-0.16112314	0.48603663	-0.34738782	0.7809985	-1.3933831	-0.19694807	0.38864082	-0.7692619	0.11950975	-0.26640493	-0.44323802	-1.1326635	0.5844916	-0.15444034	0.70101005	-0.53675634	0.15160286	0.6362915	0.56853473	0.74887013	-0.21689491	0.7813225	0.79490894	0.2613566	0.072479546	-0.5203491	0.59185153	-0.23402445	0.02958109	-0.22923854	0.8082426	-0.4801846	-0.2612725	0.80189276	0.21892355	0.70663005	0.7182441	0.15350562	0.58777165	0.0012503141	-0.035537668	2.1565864	1.0376831	-0.714715	-0.69644725	-0.24932691	-0.5429707
-0.4243122	-0.12058052	0.022221768	0.22443259	0.40859678	-0.49427083	-0.3245681	0.74188364	0.105358206	-0.062106725	-0.31920972	-0.3847039	-0.69119024	0.16698605	0.17211784	0.030006178	0.5543464	-0.40451238	0.21187754	-0.73033226	0.13401048	-0.14096627	0.5978315	-0.25997397	-0.09526546	0.524269	-0.5022749	-0.42448705	-0.2896598	0.68817383	1.5082964	-0.110522956	-0.4020191	-0.78542	-0.44574124	0.7659113	-0.10664816	-0.52558976	-0.48261166	-0.4611316	0.24391542	-0.59004337	-0.11918289	0.2050773	0.42056617	-0.12944268	-0.23614495	-0.22825204	0.18715724	0.2287089	0.4759437	-0.57283276	0.19946986	0.29464373	-1.0254241	0.20797847	0.30437648	0.27910367	-0.32767782	-0.05507748	0.20800708	0.16938196	0.21618812	0.4071049	-0.55472326	0.33087096	0.2911541	0.6075404	-0.7020266	0.70643634	-0.3389578	0.39766756	0.19104041	0.14705828	0.26459438	0.112226106	-0.24693528	0.2158179	-0.0783046	0.2577355	-0.33130017	-0.31372407	0.07730732	0.60514337	-0.6318132	-0.18325685	0.24790692	0.6165764	-0.040732358	-0.28548658	0.7075985	0.28581288	0.04838543	0.23614828	0.14151175	0.22520119	0.29432184	-0.29254282	0.13013297	0.7036457
0.1687613	0.29506308	-0.26374993	0.12472589	0.014255811	-0.5184343	-0.29634315	0.9274658	-0.41394278	-0.19951908	-0.25711104	-0.59721196	0.21545601	0.44541192	0.3909944	-0.34420106	0.40210304	-0.1390678	-0.038122904	-0.8645822	-0.018847318	-0.25472167	0.30818444	-0.6357054	-0.23416138	0.06531655	-0.4128144	-0.3754783	-0.48076043	0.5308566	1.138746	-0.40385288	0.12748146	-0.5887419	-0.40552834	0.60736865	0.35059658	0.12972103	0.040704742	-0.4916778	-0.33496037	-0.25769722	-0.6717057	0.13602224	0.23149139	-0.3414512	-0.5303838	0.23598439	0.20947754	0.42268318	0.015683228	-0.18507427	0.14053789	-0.13335569	-0.26546466	-0.0916837	0.36171195	-0.5476813	-0.36303684	0.017508028	-0.16550672	0.15293705	0.23333411	-0.04744261	-0.8100335	0.43284196	-0.045176886	0.5370051	-0.492799	0.3409814	0.27802858	0.341426	0.45669964	0.12787095	0.5168072	0.42446548	-0.1038473	0.11456345	-0.30860576	0.548431	-0.105309874	-0.1600608	-0.339159	0.5363511	-0.42449445	-0.31067964	0.36748847	0.32158577	0.59871835	0.22714077	0.3553011	0.4587052	0.1185077	0.113594756	1.1210308	0.5715535	-0.24486956	-0.39406502	0.05514139	-0.42096642
-0.24735989	0.078260615	-0.007908806	0.18999581	0.22648495	-0.5353537	-0.18998143	0.8996361	-0.11350445	-0.1626763	-0.17641234	-0.44989288	-0.37891775	0.23476484	0.23024923	-0.18104236	0.47918287	-0.37446	0.020138457	-0.78984576	0.113667995	-0.14918788	0.55944246	-0.2371027	-0.29501975	0.4108903	-0.40608376	-0.37290922	-0.31776005	0.5973265	1.2408215	-0.1966679	-0.16780943	-0.7636362	-0.37806118	0.7641148	0.14401165	-0.35211015	-0.3664404	-0.42949182	0.0056000967	-0.42852253	-0.29598564	0.19661695	0.37420577	-0.2230222	-0.2655892	-0.08768571	0.24443944	0.265922	0.30615687	-0.37776077	0.18612002	0.10185008	-0.6678692	0.062299818	0.39873105	-0.03275023	-0.23071858	0.014309171	0.035369307	0.13845532	0.17779374	0.23040837	-0.6235546	0.36930382	0.123948485	0.66358566	-0.70763594	0.5129019	-0.10402728	0.40241107	0.3064497	0.17058912	0.3412981	0.2695407	-0.16907348	0.28991437	-0.15208341	0.34135303	-0.31588158	-0.2016565	0.015754523	0.5856812	-0.54471356	-0.25820154	0.3768409	0.50798994	0.17146692	-0.05030853	0.5375762	0.35135168	0.0504621	0.12148448	0.59689146	0.30747247	0.122676544	-0.37976804	0.06747943	0.36769515
-0.5088586	-0.1934531	-0.011581873	0.23027803	0.4762561	-0.4193142	-0.32262534	0.7334188	0.14019567	-0.009429246	-0.2986005	-0.34522432	-0.7908492	0.11808855	0.14424755	0.0085691735	0.542951	-0.4442996	0.23223495	-0.756896	0.094658166	-0.13188356	0.62309307	-0.12901224	-0.13386816	0.5578044	-0.47291514	-0.41071793	-0.24190342	0.71521926	1.556736	-0.08309259	-0.4922218	-0.83116126	-0.4848113	0.81376964	-0.20028341	-0.6516652	-0.6119626	-0.47515166	0.2892643	-0.62753814	-0.060474787	0.26144218	0.51160926	-0.10031418	-0.17076255	-0.32442105	0.17787415	0.1463291	0.53450173	-0.5939655	0.23429617	0.32341805	-1.1166334	0.16922621	0.23646149	0.39070693	-0.29708052	-0.0910189	0.32821867	0.11371321	0.2698311	0.48785648	-0.57972336	0.34732738	0.33649087	0.6699457	-0.8052934	0.8126182	-0.4379612	0.4713928	0.18065408	0.1678062	0.23826383	0.11661124	-0.26094162	0.2641371	-0.06374029	0.20511873	-0.36292326	-0.35968262	0.10998984	0.6590052	-0.66899854	-0.20109978	0.21336746	0.66907674	-0.112290554	-0.33243853	0.7632575	0.2816016	0.09257092	0.22826649	0.055699278	0.12720379	0.4170722	-0.28370243	0.21848288	0.83443445
-0.12736596	0.094157964	-0.12573554	0.1675991	0.11447445	-0.53898513	-0.24003956	0.8681601	-0.2734066	-0.18047388	-0.26428163	-0.47312945	-0.23113464	0.23242389	0.27479193	-0.21663058	0.4655248	-0.3438074	0.06918668	-0.80230844	0.06473194	-0.1716588	0.4799314	-0.33456728	-0.24823989	0.30991864	-0.4455646	-0.39284286	-0.33056316	0.59075856	1.2508824	-0.25898138	-0.12738624	-0.69980514	-0.34533566	0.7046478	0.17919715	-0.1539849	-0.20082507	-0.45917624	-0.05220537	-0.4324488	-0.46597356	0.19041851	0.32070315	-0.3005244	-0.36049217	0.034266174	0.25698417	0.264985	0.18813273	-0.34514618	0.21320568	0.11304344	-0.5929715	0.05897953	0.41207108	-0.21686968	-0.29996154	0.006310384	-0.008613307	0.15287195	0.22431679	0.14842318	-0.64573115	0.39667577	0.040343743	0.61218977	-0.61504865	0.42714998	-0.0120843705	0.3646622	0.36007398	0.13827904	0.36563158	0.2749148	-0.17993079	0.23156418	-0.16245127	0.42055196	-0.19271007	-0.2250132	-0.05347309	0.50874215	-0.4897012	-0.26577908	0.31345233	0.5410534	0.30932963	0.05888297	0.55086833	0.38630724	0.027638797	0.14779517	0.7085631	0.39595038	0.081629135	-0.38433084	0.10955289	0.10985234
-0.24262558	-0.02525579	-0.01878976	0.17646693	0.22408333	-0.522983	-0.25094202	0.8568251	-0.104095206	-0.13781956	-0.20392206	-0.4575997	-0.46331698	0.23917282	0.2319503	-0.12281407	0.48337373	-0.35148638	0.14863966	-0.81366885	0.13036962	-0.1508261	0.5351631	-0.25080577	-0.19981703	0.44516453	-0.45033523	-0.41391772	-0.30080852	0.60391706	1.3248883	-0.15453914	-0.230502	-0.7574056	-0.40373686	0.71092916	0.003213943	-0.3875285	-0.3682127	-0.50445616	0.06456928	-0.5108906	-0.29497024	0.18656877	0.38873976	-0.1776262	-0.3415091	-0.14135946	0.23824088	0.24663776	0.30037323	-0.4395614	0.19824953	0.166177	-0.69746983	0.03444352	0.3335906	-0.0046189926	-0.29008517	0.0035353494	0.06413389	0.09015712	0.20436761	0.25576967	-0.63753855	0.40739065	0.16706449	0.6241981	-0.67548984	0.55332184	-0.19820112	0.41115725	0.3006407	0.117925346	0.36445	0.22374387	-0.13797642	0.24360763	-0.12679783	0.35803825	-0.28570208	-0.25629252	-0.026994305	0.6268429	-0.5559215	-0.21775508	0.3204294	0.52426636	0.11446967	-0.086656265	0.54384196	0.33884975	0.073891595	0.15147455	0.49372765	0.3049891	0.2101924	-0.34679893	0.13117157	0.4412522
-0.22385772	0.0075735147	-0.021931043	0.24088238	0.25438392	-0.54500276	-0.25045052	0.8319819	-0.14323556	-0.13481483	-0.29506686	-0.4362956	-0.44516572	0.21518989	0.26328892	-0.1076361	0.49006003	-0.39035964	0.099716954	-0.79210144	0.077949874	-0.1456606	0.50454044	-0.35481974	-0.24517757	0.4234045	-0.48175308	-0.432504	-0.34910735	0.6855352	1.3526177	-0.19446261	-0.26722428	-0.761196	-0.39853066	0.7914651	0.0052884263	-0.35154325	-0.37671423	-0.4911982	0.06327151	-0.5168466	-0.31186944	0.23785664	0.42323583	-0.23460767	-0.29455793	-0.08589164	0.27564275	0.25927728	0.30332774	-0.4477031	0.24798143	0.17348804	-0.81233853	0.16623178	0.30631894	0.022657426	-0.30245066	0.0043485896	0.09250511	0.1525129	0.14476375	0.31633776	-0.6404641	0.40318635	0.14188688	0.6667641	-0.72516215	0.5694649	-0.14370662	0.41316172	0.31501773	0.124432	0.3540007	0.25750497	-0.18180637	0.24100915	-0.11493967	0.32424626	-0.3042621	-0.26027614	-0.0077335257	0.5927859	-0.5445896	-0.25196558	0.3043201	0.6125209	0.23263934	-0.093999244	0.64510494	0.34593984	0.035134736	0.22390676	0.495982	0.3178182	0.17626427	-0.35362014	0.13970347	0.37743726
-0.25252	0.047343682	-0.03493347	0.20913039	0.24448511	-0.46980664	-0.19602528	0.8397467	-0.17250742	-0.10215083	-0.20176041	-0.4626393	-0.35107592	0.22217476	0.25731066	-0.15504044	0.454975	-0.38453126	0.044651143	-0.7975828	0.08090874	-0.10644054	0.5454991	-0.25862297	-0.23883294	0.39664814	-0.43351066	-0.37809822	-0.32343546	0.5646805	1.2717785	-0.20829993	-0.14057872	-0.7356388	-0.4011905	0.7151145	0.08256451	-0.29447255	-0.34035364	-0.45972383	-0.0025937522	-0.43069512	-0.3233869	0.19811939	0.3503228	-0.20249908	-0.28300458	-0.07485113	0.25126535	0.21966599	0.28169116	-0.34690222	0.20940404	0.13664679	-0.6381251	0.03479989	0.36108452	-0.028337631	-0.21702302	-0.0062558046	0.054221433	0.08446717	0.2170878	0.26110187	-0.6399294	0.36230344	0.11675862	0.6283594	-0.69994307	0.54026115	-0.14202018	0.40847048	0.32242742	0.13744588	0.31799302	0.21626043	-0.1776508	0.21556905	-0.17552973	0.30667263	-0.28909317	-0.21694593	0.003317213	0.5545921	-0.51397395	-0.22264753	0.32339582	0.5152975	0.17646769	-0.00016316802	0.55542755	0.35995278	0.07751047	0.10954967	0.5713959	0.31133592	0.14585504	-0.3151883	0.11946318	0.31825876
-0.2178294	0.017625298	-0.12731174	0.20633298	0.22145322	-0.47156978	-0.25587174	0.7970999	-0.11839667	-0.13454348	-0.24207443	-0.43624622	-0.29478744	0.23440526	0.20620781	-0.12937555	0.46447128	-0.35952675	0.07996552	-0.78894186	0.046229582	-0.14035249	0.4575771	-0.29369432	-0.17005713	0.31493357	-0.45043078	-0.32920015	-0.3207095	0.5414906	1.2836156	-0.19206762	-0.15556557	-0.6711946	-0.44371188	0.69695896	0.109965764	-0.27685326	-0.30954114	-0.41211686	0.021032281	-0.41154414	-0.3162875	0.16310462	0.3701587	-0.19942881	-0.33914587	-0.044906277	0.21299732	0.27244732	0.30050373	-0.3370948	0.19170617	0.17309459	-0.6654525	0.054458663	0.31849316	-0.04991931	-0.24842098	-0.024259793	0.09190809	0.15550508	0.2637985	0.22543746	-0.63740534	0.3400689	0.098144025	0.5527989	-0.6169793	0.5119865	-0.104657955	0.41363	0.2838143	0.11899872	0.33616158	0.2015103	-0.18963964	0.19827819	-0.1273533	0.34599495	-0.22754583	-0.22309025	-0.080557354	0.58032775	-0.52204794	-0.24595825	0.2727829	0.5013824	0.19380155	-0.04245751	0.54460484	0.3794094	0.0660844	0.17516825	0.55314267	0.29261562	0.10607552	-0.31887525	0.12854397	0.28867158
